Venus,Alexandria,,,,,,,,,,,
Almagest,ut,year,month,day,hour,long P,lat P,Long S,azm P,alt  P,azm S,alt S
ML,1450251.695,-742,7,29,4.67067,114.0819,0.91915,119.33686,243.3296,0,242.03926,-5.17655
EF,1450300.275,-742,9,15,18.60981,174.66815,0.6995,166.80554,93.26753,0,99.3288,-5.06594
EL,1450560.307,-741,6,2,19.36929,71.78093,-1.44927,65.44635,114.9621,0,119.04475,-5.05906
MF,1450571.687,-741,6,14,4.48021,64.98429,-3.42321,76.21634,248.65804,0,238.44359,-5.8095
ML,1450825.754,-740,2,23,6.08754,320.06712,-1.06632,329.45184,288.86934,0,280.84894,-5.00369
EF,1450883.284,-740,4,20,18.82298,30.65211,0.07365,25.32216,104.03294,0,104.99531,-5.24311
EL,1451152.228,-739,1,14,17.47937,293.59474,5.72772,290.55165,71.06548,0,66.97413,-5.03392
MF,1451155.768,-739,1,18,6.42631,291.54361,5.99042,294.14265,289.01821,0,291.78007,-5.91733
ML,1451418.74,-739,10,8,5.76172,184.61045,0.95333,189.56725,271.15831,0,271.45947,-5.03845
EF,1451469.232,-739,11,27,17.55755,248.69505,-0.46815,241.12931,63.29975,0,68.84354,-5.17768
EL,1451720.302,-738,8,5,19.23821,141.6376,-5.78261,126.68325,100.61827,0,115.8021,-5.13611
MF,1451735.703,-738,8,21,4.86842,133.2852,-6.20118,141.63691,256.8956,0,248.6947,-6.39985
ML,1451994.706,-737,5,7,4.95112,31.38316,-0.39603,40.25672,256.17963,0,248.8705,-5.06077
EF,1452048.313,-737,6,29,19.50058,96.723,1.04308,91.04523,119.27863,0,121.94278,-5.12277
EL,1452317.269,-736,3,24,18.44694,4.68284,4.94245,359.35111,97.50446,0,93.30113,-5.93125
MF,1452322.729,-736,3,30,5.50511,1.35966,4.23498,4.63522,264.82685,0,264.54372,-5.34461
ML,1452586.774,-736,12,19,6.58491,257.54751,-0.23808,263.54022,297.79007,0,294.6726,-5.12605
EF,1452635.238,-735,2,5,17.70582,318.41646,-1.04042,312.77083,70.53394,0,72.94348,-5.21174
EL,1452893.253,-735,10,21,18.0748,216.3223,-2.77686,203.27258,70.63384,0,82.70077,-5.72254
MF,1452905.753,-735,11,3,6.07419,209.65544,-0.52076,216.02277,284.10517,0,282.38064,-6.15227
ML,1453171.694,-734,7,27,4.65687,112.23805,0.90437,117.43906,242.96286,0,241.60779,-5.10242
EF,1453219.277,-734,9,12,18.65357,171.52607,0.7423,163.85574,94.79195,0,100.66285,-5.00019
EL,1453479.311,-733,5,30,19.45701,70.18369,-1.05881,62.63636,115.15552,0,119.35495,-6.36508
MF,1453490.69,-733,6,11,4.56639,63.36302,-3.11028,73.40485,248.64919,0,239.4269,-5.05803
ML,1453744.755,-732,2,20,6.11483,316.97508,-1.05364,326.50624,290.01652,0,281.94475,-5.19309
EF,1453802.282,-732,4,17,18.76101,27.61654,0.00199,22.47763,102.66554,0,103.59829,-5.05377
EL,1454071.231,-731,1,11,17.53482,291.54466,5.54514,287.53206,70.45918,0,67.00657,-5.9094
MF,1454074.772,-731,1,15,6.52057,289.49502,5.85623,291.13047,289.53376,0,292.90019,-5.06532
ML,1454337.738,-731,10,5,5.70034,181.44664,0.98363,186.5668,269.63208,0,269.9488,-5.20393
EF,1454388.232,-731,11,24,17.57378,245.52109,-0.40874,238.07269,64.02186,0,69.538,-5.02945
EL,1454639.306,-730,8,2,19.34328,139.63336,-5.61847,123.81716,101.54424,0,117.25146,-5.92285
MF,1454654.705,-730,8,18,4.91282,131.37295,-6.2728,138.74003,256.35444,0,248.28919,-5.34276
ML,1454913.708,-729,5,4,4.99256,28.35668,-0.4564,37.43295,257.52045,0,249.97402,-5.07799
EF,1454968.313,-729,6,27,19.50687,94.89652,1.03351,89.17149,119.36726,0,121.99711,-5.19069
EL,1455237.266,-728,3,22,18.39113,2.44016,5.06468,357.4349,96.57288,0,92.19786,-5.61773
MF,1455242.73,-728,3,28,5.51267,359.11665,4.37541,2.72808,265.7379,0,265.26231,-5.65118
ML,1455506.774,-728,12,17,6.58352,255.64715,-0.20031,261.51447,297.50938,0,294.56358,-5.0804
EF,1455554.236,-727,2,2,17.65726,315.30733,-1.05017,309.78715,69.3811,0,71.86094,-5.04362
EL,1455813.252,-727,10,19,18.05054,213.55605,-2.95623,201.26566,71.56591,0,83.17325,-5.02743
